-4.999999860769534839e-04 5.449999318750019528e-01
-1.000000110769540046e-03 5.449997274999168750e-01
-1.500000512693591822e-03 5.449993868744728021e-01
-2.000001330465339070e-03 5.449989099982159857e-01
-2.500002702701608574e-03 5.449982968705113784e-01
-3.000004768020023138e-03 5.449975474905425221e-01
-3.500007665039200216e-03 5.449966618573114374e-01
-4.000011532378951185e-03 5.449956399696387344e-01
-4.500016508660479968e-03 5.449944818261635016e-01
-5.000022732506582100e-03 5.449931874253435282e-01
-5.500030342541843351e-03 5.449917567654548600e-01
-6.000039477392840083e-03 5.449901898445922432e-01
-6.500050275688337015e-03 5.449884866606690137e-01
-7.000062876059485843e-03 5.449866472114168747e-01
-7.500077417140024738e-03 5.449846714943861192e-01
-8.000094037566478702e-03 5.449825595069454076e-01
-8.500112875978354729e-03 5.449803112462819898e-01
-9.000134071018347365e-03 5.449779267094017055e-01
-9.500157761332530398e-03 5.449754058931285394e-01
-1.000018408557056156e-02 5.449727487941052884e-01
-1.050021318238587853e-02 5.449699554087930053e-01
-1.100024519043589846e-02 5.449670257334711110e-01
-1.150028024838221745e-02 5.449639597642376154e-01
-1.200031849489081176e-02 5.449607574970087853e-01
-1.250036006863223213e-02 5.449574189275193659e-01
-1.300040510828180500e-02 5.449539440513223587e-01
-1.350045375251983544e-02 5.449503328637893551e-01
-1.400050614003180149e-02 5.449465853601099807e-01
-1.450056240950855363e-02 5.449427015352924508e-01
-1.500062269964651772e-02 5.449386813841632371e-01
-1.550068714914788932e-02 5.449345249013670678e-01
-1.600075589672083839e-02 5.449302320813668166e-01
-1.650082908107970356e-02 5.449258029184438357e-01
-1.700090684094519161e-02 5.449212374066975118e-01
-1.750098931504458222e-02 5.449165355400455990e-01
-1.800107664211192046e-02 5.449116973122238861e-01
-1.850116896088822155e-02 5.449067227167865290e-01
-1.900126641012166509e-02 5.449016117471057186e-01
-1.950136912856779980e-02 5.448963643963716796e-01
-2.000147725498974127e-02 5.448909806575928938e-01
-2.050159092815836623e-02 5.448854605235958770e-01
-2.100171028685252073e-02 5.448798039870250687e-01
-2.150183546985921443e-02 5.448740110403431647e-01
-2.200196661597381489e-02 5.448680816758306733e-01
-2.250210386400026269e-02 5.448620158855861373e-01
-2.300224735275125179e-02 5.448558136615260228e-01
-2.350239722104844470e-02 5.448494749953848304e-01
-2.400255360772266325e-02 5.448429998787147621e-01
-2.450271665161409332e-02 5.448363883028859433e-01
-2.500288649157247911e-02 5.448296402590864229e-01
-2.550306326645732785e-02 5.448227557383218400e-01
-2.600324711513810755e-02 5.448157347314158683e-01
-2.650343817649444822e-02 5.448085772290096607e-01
-2.700363658941633618e-02 5.448012832215622936e-01
-2.750384249280431875e-02 5.447938526993503228e-01
-2.800405602556970547e-02 5.447862856524681163e-01
-2.850427732663476585e-02 5.447785820708274107e-01
-2.900450653493293063e-02 5.447707419441577548e-01
-2.950474378940898257e-02 5.447627652620060656e-01
-3.000498922901927504e-02 5.447546520137367398e-01
-3.050524299273191242e-02 5.447464021885317642e-01
-3.100550521952696523e-02 5.447380157753903829e-01
-3.150577604839666090e-02 5.447294927631294303e-01
-3.200605561834558854e-02 5.447208331403827763e-01
-3.250634406839088969e-02 5.447120368956018810e-01
-3.300664153756248387e-02 5.447031040170553506e-01
-3.350694816490323164e-02 5.446940344928289379e-01
-3.400726408946917051e-02 5.446848283108256528e-01
-3.450758945032969538e-02 5.446754854587656514e-01
-3.500792438656775279e-02 5.446660059241861251e-01
-3.550826903728006995e-02 5.446563896944414118e-01
-3.600862354157732120e-02 5.446466367567026623e-01
-3.650898803858435016e-02 5.446367470979581737e-01
-3.700936266744036390e-02 5.446267207050131676e-01
-3.750974756729914122e-02 5.446165575644895673e-01
-3.801014287732921298e-02 5.446062576628262208e-01
-3.851054873671408418e-02 5.445958209862787891e-01
-3.901096528465242824e-02 5.445852475209195243e-01
-3.951139266035828129e-02 5.445745372526374917e-01
-4.001183100306125034e-02 5.445636901671382368e-01
-4.051228045200671452e-02 5.445527062499440074e-01
-4.101274114645601238e-02 5.445415854863936422e-01
-4.151321322568667094e-02 5.445303278616422382e-01
-4.201369682899257912e-02 5.445189333606614834e-01
-4.251419209568419594e-02 5.445074019682394351e-01
-4.301469916508876556e-02 5.444957336689804084e-01
-4.351521817655049779e-02 5.444839284473049767e-01
-4.401574926943078309e-02 5.444719862874498606e-01
-4.451629258310840082e-02 5.444599071734681495e-01
-4.501684825697969267e-02 5.444476910892288579e-01
-4.551741643045879165e-02 5.444353380184170366e-01
-4.601799724297781641e-02 5.444228479445337721e-01
-4.651859083398706546e-02 5.444102208508960761e-01
-4.701919734295522540e-02 5.443974567206368853e-01
-4.751981690936956521e-02 5.443845555367048394e-01
-4.802044967273615128e-02 5.443715172818645032e-01
-4.852109577258003487e-02 5.443583419386958111e-01
-4.902175534844546712e-02 5.443450294895946229e-01
-4.952242853989608645e-02 5.443315799167722790e-01
-5.002311548651513368e-02 5.443179932022556011e-01
-5.052381632790564625e-02 5.443042693278868915e-01
-5.102453120369066647e-02 5.442904082753237116e-01
-5.152526025351344269e-02 5.442764100260391036e-01
-5.202600361703761667e-02 5.442622745613213686e-01
-5.252676143394744562e-02 5.442480018622737337e-01
-5.302753384394799652e-02 5.442335919098147956e-01
-5.352832098676535422e-02 5.442190446846781882e-01
-5.402912300214680885e-02 5.442043601674123598e-01
-5.452994002986107785e-02 5.441895383383807960e-01
-5.503077220969849331e-02 5.441745791777619079e-01
-5.553161968147121014e-02 5.441594826655486994e-01
-5.603248258501341422e-02 5.441442487815489892e-01
-5.653336106018150981e-02 5.441288775053853000e-01
-5.703425524685434844e-02 5.441133688164945248e-01
-5.753516528493340942e-02 5.440977226941281497e-01
-5.803609131434300100e-02 5.440819391173521424e-01
-5.853703347503048937e-02 5.440660180650467304e-01
-5.903799190696646521e-02 5.440499595159065116e-01
-5.953896675014498652e-02 5.440337634484401219e-01
-6.003995814458374519e-02 5.440174298409704567e-01
-6.054096623032430291e-02 5.440009586716344492e-01
-6.104199114743226462e-02 5.439843499183829589e-01
-6.154303303599750752e-02 5.439676035589806613e-01
-6.204409203613436841e-02 5.439507195710062692e-01
-6.254516828798184491e-02 5.439336979318519782e-01
-6.304626193170383142e-02 5.439165386187237994e-01
-6.354737310748927170e-02 5.438992416086412263e-01
-6.404850195555240877e-02 5.438818068784373461e-01
-6.454964861613296523e-02 5.438642344047586175e-01
-6.505081322949633760e-02 5.438465241640647596e-01
-6.555199593593384610e-02 5.438286761326288632e-01
-6.605319687576287346e-02 5.438106902865370573e-01
-6.655441618932712855e-02 5.437925666016887316e-01
-6.705565401699682682e-02 5.437743050537960920e-01
-6.755691049916888458e-02 5.437559056183842721e-01
-6.805818577626712718e-02 5.437373682707913325e-01
-6.855947998874251104e-02 5.437186929861680396e-01
-6.906079327707331794e-02 5.436998797394777538e-01
-6.956212578176534933e-02 5.436809285054964302e-01
-7.006347764335216222e-02 5.436618392588126181e-01
-7.056484900239523572e-02 5.436426119738270168e-01
-7.106623999948419312e-02 5.436232466247528095e-01
-7.156765077523701002e-02 5.436037431856152180e-01
-7.206908147030023637e-02 5.435841016302517259e-01
-7.257053222534914916e-02 5.435643219323118558e-01
-7.307200318108802994e-02 5.435444040652569475e-01
-7.357349447825030364e-02 5.435243480023601581e-01
-7.407500625759878832e-02 5.435041537167065728e-01
-7.457653865992587561e-02 5.434838211811926501e-01
-7.507809182605376663e-02 5.434633503685266653e-01
-7.557966589683463854e-02 5.434427412512281563e-01
-7.608126101315086653e-02 5.434219938016280338e-01
-7.658287731591525982e-02 5.434011079918685816e-01
-7.708451494607122811e-02 5.433800837939032347e-01
